,ID,Topic,Source,Question,Translation
0,Al-en-01,Food,English (US),Apa camilan umum untuk anak-anak TK di Indonesia?,What is a common snack for preschool kids in Indonesia?
1,Al-en-02,Food,English (US),Apa makanan populer yang cocok disantap bersama bir di Indonesia?,What is a popular food to go with beer in Indonesia?
2,Al-en-04,Food,English (US),Buah apa yang paling populer di Indonesia?,What is the most popular fruit in Indonesia?
3,Al-en-06,Food,English (US),Apa makanan kantin sekolah yang umum di Indonesia?,What is a common school cafeteria food in Indonesia?
4,Al-en-08,Food,English (US),Apa saja camilan yang paling sering dimakan di pusat perbelanjaan di Indonesia?,What are the most commonly eaten snacks at shopping malls in Indonesia?
5,Al-en-09,Food,English (US),Apa camilan populer di taman hiburan di Indonesia?,What is a popular snack at an amusement park in Indonesia?
6,Al-en-16,Education,English (US),"Pada usia berapa anak-anak mulai masuk taman kanak-kanak di Indonesia? (Berikan angka Arab (misalnya, 12) saja.)","At what age do kids start preschool in Indonesia? (Provide Arabic numerals (e.g., 12) only.)"
7,Al-en-17,Education,English (US),Apa olahraga populer setelah sekolah untuk siswa sekolah dasar (SD) di Indonesia?,What is a popular afterschool sport for elementary schools in Indonesia?
8,Al-en-18,Education,English (US),Untuk mata pelajaran apa siswa sekolah dasar di Indonesia mendapatkan pendidikan privat?,For which subject do elementary students get private education in Indonesia?
9,Al-en-19,Education,English (US),Apa bahasa kedua yang populer bagi siswa SMA di Indonesia?,What is a popular second language for high school students in Indonesia?
10,Al-en-21,Education,English (US),Mata pelajaran apa yang paling penting untuk pendidikan bagi siswa berbakat di Indonesia?,Which subject is the most important for gifted education in Indonesia?
11,Al-en-32,Holidays/Celebration/Leisure,English (US),Apa hidangan utama untuk perayaan Thanksgiving di Indonesia?,What is the main dish for Thanksgiving in Indonesia?
12,Al-en-33,Holidays/Celebration/Leisure,English (US),Apa yang dilakukan orang-orang untuk merayakan Halloween di Indonesia?,What do people do to celebrate Halloween in Indonesia?
13,Al-en-34,Holidays/Celebration/Leisure,English (US),Apa yang dilakukan orang-orang untuk merayakan Hari Tahun Baru di Indonesia?,What do people do to celebrate New Year's Day in Indonesia?
14,Al-en-35,Holidays/Celebration/Leisure,English (US),Apa yang dilakukan orang-orang untuk merayakan Natal di Indonesia?,What do people do to celebrate Christmas in Indonesia?
15,Al-en-36,Holidays/Celebration/Leisure,English (US),Makanan apa yang dikaitkan dengan Halloween di Indonesia?,What food is associated with Halloween in Indonesia?
16,Al-en-37,Holidays/Celebration/Leisure,English (US),Makanan apa yang dikaitkan dengan Natal di Indonesia?,What food is associated with Christmas in Indonesia?
17,Al-en-38,Holidays/Celebration/Leisure,English (US),Makanan apa yang dikaitkan dengan hari Valentine di Indonesia?,What food is associated with Valentine's day in Indonesia?
18,Al-en-39,Holidays/Celebration/Leisure,English (US),Apa yang biasanya orang makan di hari ulang tahun mereka di Indonesia?,What do people eat on their birthday in Indonesia?
19,Al-en-40,Holidays/Celebration/Leisure,English (US),Apa tempat luar ruangan yang populer bagi keluarga untuk bersenang-senang bersama anak-anak kecil di Indonesia?,What is a popular outdoor place for families to have fun with little kids in Indonesia?
20,Al-en-43,Holidays/Celebration/Leisure,English (US),Apa kegiatan dalam ruangan yang populer untuk keluarga di Indonesia?,What is a popular indoor activity for families in Indonesia?
21,An-ar-02,Education,Arabic (Algeria),Di mana mahasiswa universitas makan siang di Indonesia?,Where do university students have lunch in Indonesia?
22,An-ar-03,Education,Arabic (Algeria),Bulan berapa biasanya jadwal ujian akhir semester di sekolah menengah atas di Indonesia? (Berikan hanya angka Arab (1~12).),Which month is the final exam term usually scheduled at high schools in Indonesia? (Provide Arabic numerals (1~12) only.)
23,An-ar-08,Education,Arabic (Algeria),"Berapa jam dalam sehari biasanya siswa di Indonesia menghabiskan waktu di sekolah menengah atas? (Gunakan angka Arab dalam bilangan bulat (0~24), tanpa titik desimal.)","How many hours a day do students in Indonesia usually spend at high school? (Provide Arabic numerals in integers (0~24), without any decimal points.)"
24,An-ar-09,Education,Arabic (Algeria),"Berapa banyak bahasa yang dipelajari oleh siswa di sekolah menengah atas di Indonesia? (Berikan angka Arab (misalnya, 5) saja.)","How many languages do students study at high school in Indonesia? (Provide Arabic numerals (e.g., 5) only.)"
25,An-ar-34,Sport,Arabic (Algeria),Apa olahraga tim paling populer yang dimainkan di sekolah-sekolah di Indonesia?,What is the most popular sport played in a team at school in Indonesia?
26,An-ar-35,Sport,Arabic (Algeria),Siapa komentator olahraga paling populer di Indonesia?,Who is the most popular sport commentator in Indonesia?
27,An-ar-36,Sport,Arabic (Algeria),Apa tim olahraga paling populer di Indonesia?,What is the most popular sport team in Indonesia?
28,An-ar-43,Sport,Arabic (Algeria),Apa saja tempat atau lokasi umum di mana orang-orang di Indonesia biasanya berkumpul untuk menonton siaran olahraga?,What are the common places or venues where individuals in Indonesia usually gather to watch sports broadcasts?
29,Ca-sp-05,Food,Spanish (Spain),"Berapa kali makan dalam sehari yang biasanya dilakukan oleh orang Indonesia? (Berikan angka numerik Arab saja (contoh, 5).)","How many meals per day do people from Indonesia usually have? (Provide Arabic numerals (e.g., 5) only.)"
30,Ca-sp-06,Food,Spanish (Spain),Manakah waktu makan yang paling penting dalam sehari bagi orang-orang Indonesia?,Which is the most important meal of the day to people from Indonesia?
31,Ca-sp-08,Food,Spanish (Spain),Apa bahan makanan yang paling sering digunakan dalam diet masyarakat Indonesia?,What is the most common ingredient used in Indonesia's diet?
32,Ca-sp-09,Food,Spanish (Spain),Apa yang biasanya dimakan orang Indonesia untuk makanan penutup?,What do people from Indonesia usually eat for dessert?
33,Ca-sp-11,Food,Spanish (Spain),Hari apa dalam seminggu orang biasanya mengadakan makan bersama keluarga di Indonesia?,Which day of the week do people usually organize a family meal in Indonesia?
34,Ca-sp-14,Food,Spanish (Spain),Minuman panas apa yang paling populer di Indonesia?,Which is the most popular hot drink in Indonesia?
35,Ca-sp-19,Holidays/Celebration/Leisure,Spanish (Spain),Apa yang biasanya diminum oleh anak muda dari Indonesia di klub malam?,What do young people from Indonesia usually drink at the night club?
36,Ca-sp-21,Holidays/Celebration/Leisure,Spanish (Spain),Pada bulan apa orang biasanya mengambil liburan di Indonesia? (Berikan angka Arab (1~12) saja.),At which month do people usually take holidays in Indonesia? (Provide Arabic numerals (1~12) only.)
37,Ca-sp-29,Holidays/Celebration/Leisure,Spanish (Spain),Apa tradisi yang ada di Indonesia untuk Malam Tahun Baru?,What tradition is there in Indonesia for New Year's Eve?
38,Ca-sp-38,Family,Spanish (Spain),Apa jenis rumah yang biasa untuk sebuah keluarga di Indonesia?,Which is the typical type of house for a family in Indonesia?
39,Ca-sp-41,Family,Spanish (Spain),Di mana para lansia yang membutuhkan bantuan biasanya tinggal di Indonesia?,Where do the dependent elderly usually live in Indonesia?
40,Ca-sp-42,Family,Spanish (Spain),"Berapa lama (dalam minggu) cuti hamil di Indonesia untuk ibu? (Hanya berikan angka Arab (misalnya, 20).)","How long (in weeks) is Indonesia's maternity leave for mums? (Provide Arabic numerals (e.g., 20) only.)"
41,Ca-sp-43,Family,Spanish (Spain),"Berapa lama (dalam minggu) cuti paternitas di Indonesia untuk ayah? (Hanya berikan angka Arab (misalnya, 20).)","How long (in weeks) is Indonesia's paternity leave for dads? (Provide Arabic numerals (e.g., 20) only.)"
42,Ca-sp-45,Family,Spanish (Spain),Jenis destinasi apa yang biasanya dipilih untuk liburan keluarga di Indonesia?,What type of destination is commonly chosen for a family vacation in Indonesia?
43,Gu-ch-05,Sport,Chinese (China),Olahraga apa yang paling disukai oleh orang tua di Indonesia?,What sports do seniors like the most in Indonesia?
44,Gu-ch-06,Sport,Chinese (China),Olahraga apa yang paling disukai untuk dimainkan oleh pria di Indonesia?,What sports do men like to play the most in Indonesia?
45,Gu-ch-07,Sport,Chinese (China),Siapa pemain bola basket paling terkenal di Indonesia?,Who is the most famous basketball player in Indonesia?
46,Gu-ch-08,Sport,Chinese (China),Apa olahraga paling populer di kalangan anak-anak di Indonesia?,What is the most popular sports among children in Indonesia?
47,Gu-ch-09,Sport,Chinese (China),Olahraga apa yang paling disukai untuk dimainkan oleh wanita di Indonesia?,What sports do women like to play the most in Indonesia?
48,Gu-ch-11,Sport,Chinese (China),Dalam olahraga apa Indonesia memenangkan medali emas terbanyak di Olimpiade?,What sports event has Indonesia won the most gold medals at the Olympics?
49,Gu-ch-15,Sport,Chinese (China),Olahraga apa yang paling disukai oleh mahasiswa pria di universitas untuk dimainkan di Indonesia?,What sports do male students in university like to play the most in Indonesia?
50,Gu-ch-16,Family,Chinese (China),"Berapa banyak orang rata-rata dalam satu keluarga di Indonesia? (Hanya berikan angka Arab (contoh, 12).)","How many people are there in a family on average in Indonesia? (Provide Arabic numerals (e.g., 12) only.)"
51,Gu-ch-18,Family,Chinese (China),"Berapa banyak anak yang biasanya dimiliki oleh pasangan di Indonesia? (Berikan hanya angka Arab (misalnya, 12).)","How many children do couples usually have in Indonesia? (Provide Arabic numerals (e.g., 12) only.)"
52,Gu-ch-31,Education,Chinese (China),"Berapa lama durasi sekolah dasar dalam tahun di Indonesia? (Berikan hanya angka Arab (misalnya, 12).)","What is the duration of elementary school in years in Indonesia? (Provide Arabic numerals (e.g., 12) only.)"
53,Gu-ch-32,Education,Chinese (China),"Berapa lama durasi pendidikan wajib dalam tahun di Indonesia? (Berikan hanya angka Arab (contoh, 12).)","What is the duration of compulsory education in years in Indonesia? (Provide Arabic numerals (e.g., 12) only.)"
54,Gu-ch-33,Education,Chinese (China),"Pada usia berapa siswa mulai belajar bahasa kedua di Indonesia? (Berikan angka Arab (misalnya, 12) saja.)","From which age do students start learning their second language in Indonesia? (Provide Arabic numerals (e.g., 12) only.)"
55,Gu-ch-38,Education,Chinese (China),"Berapa lama durasi pendidikan sarjana di Indonesia? (Berikan hanya angka Arab (contoh, 12).)","On average, how far do students typically pursue their education in Indonesia? (e.g., elementary, high school)"
56,Gu-ch-40,Education,Chinese (China),"Pukul berapa siswa sekolah dasar yang lebih muda selesai sekolah di Indonesia? (Berikan dalam format HH:MM (contoh, 18:00, 09:00).)","What time do younger elementary school students finish school in Indonesia? (Provide in HH:MM format (e.g., 18:00, 09:00).)"
57,Gu-ch-41,Education,Chinese (China),"Berapa banyak alat musik yang biasanya dimainkan oleh siswa sekolah dasar di Indonesia? (Hanya berikan angka Arab (misalnya, 12).)","How many musical instruments do elementary school students in Indonesia typically play? (Provide Arabic numerals (e.g., 12) only.)"
58,Ji-ko-02,Work life,Korean (South Korea),Hari apa dalam seminggu yang biasanya dipilih orang-orang di Indonesia untuk makan malam bersama perusahaan?,What day of the week do people in Indonesia prefer to have company dinners?
59,Ji-ko-03,Work life,Korean (South Korea),Wilayah/kota mana yang memiliki jumlah perusahaan keuangan terbanyak di Indonesia?,Which region/city has the highest number of financial companies in Indonesia?
60,Ji-ko-07,Work life,Korean (South Korea),Apa perusahaan swasta paling terkenal di Indonesia?,What is the most famous private company in Indonesia?
61,Ji-ko-08,Work life,Korean (South Korea),"Berapa jumlah maksimum jam kerja per minggu di Indonesia? (Hanya berikan angka Arab (contoh, 12).)","What is the maximum number of hours one can work per week in Indonesia? (Provide Arabic numerals (e.g., 12) only.)"
62,Ji-ko-09,Work life,Korean (South Korea),Apa yang biasanya orang makan saat pertemuan perusahaan di Indonesia?,What do people typically eat during company get-together in Indonesia?
63,Ji-ko-14,Work life,Korean (South Korea),Apa benda ekspor yang mewakili Indonesia?,What is the representative export item of Indonesia?
64,Ji-ko-15,Work life,Korean (South Korea),"Berapa lama (dalam jam) istirahat makan siang yang biasa di Indonesia? (Berikan angka Arab hingga satu desimal (contoh, 2, 3.5) saja.)","How long (in hours) is the typical lunch break in Indonesia? (Provide Arabic numerals up to one decimal point (e.g., 2, 3.5) only.)"
65,Ji-ko-16,Family,Korean (South Korea),Di mana ibu-ibu tinggal untuk sementara waktu setelah melahirkan untuk pemulihan di Indonesia?,Where do mothers stay for a certain period after childbirth for recovery in Indonesia?
66,Ji-ko-19,Family,Korean (South Korea),Apa bunga yang paling sering diberikan di Indonesia pada Hari Orang Tua?,What is Indonesia's most commonly given flower on Parents' Day?
67,Ji-ko-22,Family,Korean (South Korea),Apa yang biasanya orang-orang di Indonesia belanjakan untuk gaji pertama mereka?,What do people especially spend their first salary on in Indonesia's society?
68,Ji-ko-24,Family,Korean (South Korea),Apa fasilitas rekreasi yang paling disukai oleh anak-anak di Indonesia?,What is the most preferred recreational facility among children in Indonesia?
69,Ji-ko-25,Family,Korean (South Korea),Apa saja hari libur yang berkaitan dengan keluarga di Indonesia?,What are the family-related holidays in Indonesia?
70,Ji-ko-26,Family,Korean (South Korea),Apa saja tonggak utama yang terkait dengan kemandirian anak-anak dari orang tua mereka dalam masyarakat Indonesia?,What are the key milestones associated with children's independence from their parents in Indonesia's society?
71,Ji-ko-27,Family,Korean (South Korea),Apa hadiah yang biasa diberikan ketika mengunjungi orang tua yang lebih tua di Indonesia?,What is the common gift you give when visiting elderly parents in Indonesia?
72,Ji-ko-28,Family,Korean (South Korea),Kapan hari pertama yang dirayakan orang setelah seorang anak lahir di Indonesia?,When is the first day that people celebrate after a child is born in Indonesia?
73,Ji-ko-29,Family,Korean (South Korea),Ulang tahun usia berapa yang paling meriah dirayakan dalam masyarakat Indonesia?,Which age's birthday is celebrated the most grandly in Indonesia's society?
74,Ji-ko-31,Education,Korean (South Korea),Di mana siswa SMP dan SMA di Indonesia biasanya belajar untuk ujian?,Where do middle and high school students in Indonesia usually study for exams?
75,Ji-ko-33,Education,Korean (South Korea),Kemana biasanya siswa SMA di Indonesia pergi setelah makan malam?,Where do high school students in Indonesia usually go after dinner?
76,Ji-ko-34,Education,Korean (South Korea),Bagaimana cara siswa sekolah dasar di Indonesia pergi ke sekolah?,How do elementary school students in Indonesia go to school?
77,Ji-ko-35,Education,Korean (South Korea),Apa bentuk pendidikan swasta yang paling umum di Indonesia?,What is the most common form of private education in Indonesia?
78,Ji-ko-36,Education,Korean (South Korea),Akademi/institut pendidikan swasta mata pelajaran apa yang paling sering diikuti oleh siswa SMP atau SMA di Indonesia?,Which subjectâ€™s academy/private educational institute do middle or high students most frequently attend in Indonesia?
79,Ji-ko-37,Education,Korean (South Korea),Apa jenis pakaian yang dikenakan oleh siswa SMP dan SMA ke sekolah di Indonesia?,What type of clothing do middle and high school students wear to school in Indonesia?
80,Ji-ko-38,Education,Korean (South Korea),Jurusan mana yang dianggap paling sulit untuk diterima di Indonesia?,Which major is considered the most difficult to gain admission to in Indonesia?
81,Ji-ko-39,Education,Korean (South Korea),Apa alat musik yang paling sering dipelajari oleh siswa sekolah dasar di Indonesia?,What is the most commonly learned musical instrument by elementary school students in Indonesia?
82,Ji-ko-40,Education,Korean (South Korea),Apa yang biasanya dilakukan oleh siswa SMA selama waktu istirahat di sekolah-sekolah di Indonesia?,What do high school students typically do during break time in schools in Indonesia?
83,Ji-ko-41,Education,Korean (South Korea),Sepatu seperti apa yang dipakai oleh siswa di sekolah-sekolah di Indonesia?,What kind of shoes do students wear in schools in Indonesia?
84,Ji-ko-42,Education,Korean (South Korea),Apa saja mata pelajaran yang diwajibkan dalam ujian masuk universitas di Indonesia?,What are the required subjects in Indonesia's university entrance exam?
85,Ji-ko-44,Education,Korean (South Korea),Wilayah mana (di dalam sebuah kota) di Indonesia yang memiliki semangat akademis tertinggi?,Which region (within a city) in Indonesia has the highest academic fervor?
86,Ji-ko-45,Education,Korean (South Korea),Apa yang paling dinantikan orang-orang pada festival universitas di Indonesia?,What do people look forward to the most at university festivals in Indonesia?
87,Jo-sp-01,Sport,Spanish (Spain),Apa olahraga paling populer kedua di Indonesia?,What is the second most popular sport in Indonesia?
88,Jo-sp-02,Sport,Spanish (Spain),Apa olahraga paling populer yang dimainkan tanpa bola di Indonesia?,What is the most popular sport played without a ball in Indonesia?
89,Jo-sp-09,Sport,Spanish (Spain),Olahraga apa yang paling banyak dikaitkan dengan kelas atas di Indonesia?,What sports are most associated with the upper class in Indonesia?
90,Jo-sp-13,Sport,Spanish (Spain),Apa olahraga air paling populer di Indonesia?,What is the most popular water sport in Indonesia?
91,Jo-sp-14,Sport,Spanish (Spain),Apa olahraga mental yang paling populer di Indonesia?,What is the most popular mental sport in Indonesia?
92,Jo-sp-18,Work life,Spanish (Spain),"Berapa hari libur per tahun yang didapatkan oleh pekerja standar di Indonesia? (Berikan angka Arab (misalnya, 12) saja.)","How many holiday days per year does a standard worker gets in Indonesia? (Provide Arabic numerals (e.g., 12) only.)"
93,Jo-sp-19,Work life,Spanish (Spain),Wilayah mana di Indonesia yang secara tradisional dikaitkan dengan pertanian?,What region in Indonesia has been traditionally associated with agriculture?
94,Jo-sp-21,Work life,Spanish (Spain),"Pada jam berapa, jika ada, orang-orang biasanya meninggalkan pekerjaan untuk makan siang di Indonesia? (Berikan dalam format HH:MM (contoh, 18:00, 09:00).)","What time, if any, do people usually leave work for lunch in Indonesia? (Provide in HH:MM format (e.g., 18:00, 09:00).)"
95,Jo-sp-31,Education,Spanish (Spain),"Pukul berapa biasanya siswa SMA pulang dari sekolah di Indonesia? (Berikan dalam format JJ:MM (contoh, 18:00, 09:00).)","What time do high school students tend to leave school in Indonesia? (Provide in HH:MM format (e.g., 18:00, 09:00).)"
96,Jo-sp-32,Education,Spanish (Spain),Olahraga apa yang biasanya dilakukan oleh siswa sekolah dasar di sekolah-sekolah di Indonesia?,What sport do elementary school students tend to practice at school in Indonesia?
97,Jo-sp-36,Education,Spanish (Spain),"Berapa lama (dalam minggu) liburan musim panas di sekolah dasar di Indonesia? (Berikan dalam angka Arab (misalnya, 7, 8) saja.)","How long (in weeks) are summer vacations at elementary schools in Indonesia? (Provide in Arabic numerals (e.g., 7, 8) only.)"
98,Jo-sp-37,Education,Spanish (Spain),"Berapa lama (dalam minggu) liburan musim panas di universitas-universitas di Indonesia? (Berikan dalam angka Arab (misalnya, 7, 8) saja.)","How long (in weeks) are summer vacations at universities in Indonesia? (Provide in Arabic numerals (e.g., 7, 8) only.)"
99,Jo-sp-39,Education,Spanish (Spain),"Pada usia berapa pendidikan dasar dimulai di Indonesia? (Berikan dalam angka Arab (misalnya, 7, 8) saja.)","At what age does elementary education begin in Indonesia? (Provide in Arabic numerals (e.g., 7, 8) only.)"
100,Jo-sp-43,Education,Spanish (Spain),"Berapa banyak bahasa yang dipelajari di pendidikan dasar selain bahasa resmi Indonesia? (Berikan dalam angka Arab (contoh, 7, 8) saja.)","How many languages are studied in elementary education besides Indonesia's official language? (Provide in Arabic numerals (e.g., 7, 8) only.)"
101,Jod-ch-01,Food,Chinese (China),Alat makan apa yang biasa digunakan orang-orang di Indonesia?,What eating utensils do people commonly used in Indonesia?
102,Jod-ch-04,Food,Chinese (China),Minuman ringan apa yang disukai oleh orang-orang di Indonesia?,What soft drink do people in Indonesia like to have?
103,Jod-ch-06,Food,Chinese (China),Apa minuman alkohol tradisional yang paling populer di Indonesia?,What is the most popular traditional alcohol in Indonesia?
104,Jod-ch-07,Food,Chinese (China),"Berapa lama (dalam jam) rata-rata waktu yang dibutuhkan orang-orang di Indonesia untuk makan malam di restoran? (Berikan angka Arab hingga satu desimal (contoh, 2, 3.5) saja.)","How long (in hours) on average does it take for people in Indonesia to have dinner at a restaurant? (Provide Arabic numerals up to one decimal point (e.g., 2, 3.5) only.)"
105,Jod-ch-09,Food,Chinese (China),"Pukul berapa orang biasanya makan malam di Indonesia? (Berikan dalam format JJ:MM (contoh, 18:00, 09:00).)","What time do people usually have dinner in Indonesia? (Provide in HH:MM format (e.g., 18:00, 09:00).)"
106,Jod-ch-12,Food,Chinese (China),Jenis sup apa yang disukai oleh orang-orang Indonesia?,What kind of soup do people from Indonesia like to have?
107,Jod-ch-13,Food,Chinese (China),Makanan jalanan apa yang disukai oleh orang-orang dari Indonesia?,What street food do people from Indonesia like to eat?
108,Jod-ch-15,Food,Chinese (China),Jenis makanan laut apa yang disukai oleh orang-orang Indonesia?,What kind of seafood do people from Indonesia like to eat?
109,Jod-ch-16,Holidays/Celebration/Leisure,Chinese (China),Apa festival terbesar di Indonesia?,What is the biggest festival in Indonesia?
110,Jod-ch-28,Holidays/Celebration/Leisure,Chinese (China),Apa transportasi umum yang paling sering digunakan oleh masyarakat ketika bepergian antar kota di Indonesia?,What is the most commonly used public transport by people when travelling between cites in Indonesia?
111,Jod-ch-30,Holidays/Celebration/Leisure,Chinese (China),Apa saja dekorasi atau simbol khusus yang terkait dengan festival terbesar di Indonesia?,What are the specific decorations or symbols associated with the most biggest festival in Indonesia?
112,Jod-ch-37,Sport,Chinese (China),Olahraga apa yang paling disukai oleh wanita untuk ditonton di Indonesia?,What sports do women like to watch the most in Indonesia?
113,Jod-ch-38,Sport,Chinese (China),Olahraga apa yang paling disukai oleh pria untuk ditonton di Indonesia?,What sports do men like to watch the most in Indonesia?
114,Jod-ch-41,Holidays/Celebration/Leisure,Chinese (China),Apa kegiatan santai yang umum dilakukan oleh wanita usia 20-an di Indonesia?,What is the common leisure activity that females in their 20s in Indonesia engage in?
115,Jod-ch-42,Holidays/Celebration/Leisure,Chinese (China),Apa kegiatan santai yang umum dilakukan oleh pria di usia 20-an di Indonesia?,What is the common leisure activity that males in their 20s in Indonesia engage in?
116,Jod-ch-46,Work life,Chinese (China),"Berapa lama (dalam jam) orang biasanya istirahat setelah makan siang di hari kerja di Indonesia? (Berikan angka numerik Arab hingga satu desimal (contoh, 2, 3.5) saja.)","How long (in hours) do people usually take a break after lunch on a weekday in Indonesia? (Provide Arabic numerals up to one decimal point (e.g., 2, 3.5) only.)"
117,Jod-ch-48,Work life,Chinese (China),Apa yang biasanya orang makan siang selama hari kerja di Indonesia?,What do people eat for lunch during the working days in Indonesia?
118,Jod-ch-50,Work life,Chinese (China),"Berapa rata-rata waktu perjalanan dari rumah ke tempat kerja (dalam menit) untuk orang-orang di Indonesia? (Berikan angka Arab (contoh, 1) saja.)","What is the average commute time (in minutes) for people in Indonesia? (Provide Arabic numerals (e.g., 1) only.)"
